Contact,Day,Default,Education,Housing,Job,Loan,Marital,Month,Poutcome,Y,Age,Balance,Campaign,Duration,Pdays,Previous
cellular,20,no,secondary,yes,blue-collar,yes,married,apr,unknown,no,34,470,1,217,-1,0
cellular,19,no,secondary,no,technician,yes,married,aug,unknown,no,31,0,4,144,-1,0
cellular,21,no,secondary,yes,blue-collar,yes,single,nov,unknown,no,33,5739,1,374,-1,0
unknown,14,no,tertiary,no,management,no,married,may,unknown,no,31,0,1,298,-1,0
cellular,30,no,tertiary,no,management,no,married,jul,unknown,yes,55,-375,2,814,-1,0
cellular,28,no,secondary,yes,unemployed,no,married,jul,unknown,no,25,157,31,33,-1,0
cellular,20,no,tertiary,yes,management,no,married,nov,unknown,no,34,1518,2,128,-1,0
cellular,5,no,tertiary,no,management,no,married,aug,unknown,no,53,1343,4,129,-1,0
cellular,19,yes,tertiary,yes,management,no,single,aug,unknown,no,39,-401,4,274,-1,0
cellular,17,no,primary,yes,management,no,married,nov,unknown,yes,41,5310,1,984,-1,0
unknown,14,no,secondary,yes,blue-collar,no,single,may,unknown,no,32,2285,2,413,-1,0
cellular,18,no,secondary,yes,admin.,no,married,may,failure,no,29,22171,1,44,355,3
cellular,4,no,tertiary,yes,management,yes,married,feb,other,no,56,856,4,70,7,7
cellular,6,no,unknown,no,student,no,single,feb,unknown,no,19,1169,18,463,-1,0
cellular,2,no,tertiary,no,management,no,single,jun,unknown,no,39,3797,2,96,-1,0
cellular,18,no,secondary,yes,blue-collar,no,single,nov,failure,no,32,53,1,276,195,1
cellular,16,no,primary,yes,blue-collar,no,married,apr,other,no,43,2519,2,257,146,9
cellular,8,no,primary,no,entrepreneur,no,married,aug,unknown,no,32,795,3,131,-1,0
cellular,30,no,secondary,yes,admin.,yes,divorced,apr,unknown,no,53,0,2,586,-1,0
cellular,31,no,secondary,yes,blue-collar,no,married,aug,failure,yes,52,2087,1,267,474,1
telephone,30,no,secondary,no,technician,no,single,jul,unknown,no,43,34,1,29,-1,0
unknown,9,no,secondary,no,technician,no,married,jun,unknown,no,48,5,6,65,-1,0
cellular,25,no,secondary,yes,technician,no,single,jul,unknown,no,27,15,3,67,-1,0
cellular,28,no,tertiary,no,management,no,single,oct,success,no,27,390,1,190,82,1
cellular,13,no,unknown,no,management,no,married,aug,unknown,no,51,712,2,287,-1,0
unknown,17,no,tertiary,yes,admin.,no,single,jun,unknown,no,39,2600,1,77,-1,0
unknown,27,no,secondary,yes,blue-collar,yes,married,may,unknown,no,33,-241,1,169,-1,0
cellular,20,no,primary,yes,blue-collar,no,divorced,nov,unknown,no,50,1545,1,25,-1,0
unknown,5,no,secondary,no,retired,no,divorced,nov,unknown,yes,59,1026,1,669,-1,0
telephone,28,no,primary,yes,housemaid,no,married,jul,unknown,no,58,435,6,122,-1,0
cellular,27,no,tertiary,no,technician,no,married,oct,success,yes,54,876,3,269,541,3
telephone,29,no,secondary,no,blue-collar,no,married,oct,unknown,no,60,1801,1,167,-1,0
cellular,13,no,tertiary,yes,management,yes,married,may,unknown,no,38,2278,1,244,-1,0
unknown,30,no,unknown,yes,blue-collar,no,married,may,unknown,no,39,157,6,99,-1,0
unknown,26,no,secondary,yes,admin.,yes,married,may,unknown,no,40,1327,2,76,-1,0
telephone,14,no,primary,no,blue-collar,yes,married,jul,unknown,no,55,284,4,252,-1,0
cellular,12,no,tertiary,no,management,no,married,mar,success,yes,36,495,3,213,182,6
unknown,3,no,secondary,yes,admin.,no,single,jun,unknown,no,31,1588,1,14,-1,0
telephone,28,no,secondary,yes,services,no,married,jul,unknown,no,38,0,2,121,-1,0
unknown,30,no,secondary,yes,management,no,married,may,unknown,no,52,428,1,153,-1,0
cellular,11,no,primary,no,admin.,no,married,may,other,no,45,542,5,8,350,3
cellular,19,no,primary,no,blue-collar,no,married,nov,unknown,no,32,66,1,244,-1,0
unknown,25,no,secondary,no,blue-collar,no,divorced,jun,unknown,no,58,314,2,67,-1,0
cellular,8,no,tertiary,yes,management,no,married,apr,failure,no,35,24,1,169,231,2
cellular,7,no,tertiary,no,management,no,single,aug,unknown,no,36,613,2,86,-1,0
cellular,29,no,secondary,no,retired,yes,married,jul,unknown,no,55,1467,2,277,-1,0
cellular,13,no,secondary,yes,blue-collar,no,married,may,other,no,45,192,5,154,176,1
unknown,9,no,secondary,no,management,no,married,jun,unknown,no,49,321,3,135,-1,0
cellular,17,no,secondary,yes,blue-collar,no,married,apr,unknown,no,44,788,1,392,-1,0
unknown,8,no,secondary,yes,blue-collar,no,divorced,may,unknown,no,37,48,2,133,-1,0
cellular,2,no,secondary,no,blue-collar,no,married,jul,success,no,35,262,2,96,109,4
unknown,20,no,secondary,yes,blue-collar,no,married,may,unknown,yes,36,4438,1,446,-1,0
cellular,21,no,secondary,yes,services,no,single,nov,other,no,44,5045,6,20,175,15
cellular,7,no,tertiary,yes,blue-collar,no,single,may,unknown,no,32,3014,2,291,-1,0
unknown,17,no,tertiary,no,management,no,married,jun,unknown,no,56,21664,8,214,-1,0
cellular,19,no,tertiary,no,management,no,married,aug,unknown,no,32,5878,2,159,-1,0
cellular,8,no,tertiary,yes,entrepreneur,yes,married,aug,unknown,no,35,2723,4,275,-1,0
unknown,8,no,secondary,yes,management,no,married,may,unknown,no,44,576,3,128,-1,0
telephone,19,no,primary,no,entrepreneur,no,married,nov,failure,no,59,0,2,207,153,1
unknown,23,no,tertiary,yes,blue-collar,no,single,may,unknown,no,31,2197,3,146,-1,0
unknown,5,no,unknown,yes,blue-collar,no,married,may,unknown,no,60,104,1,22,-1,0
cellular,18,no,secondary,yes,technician,no,single,may,success,no,33,1279,2,239,349,3
cellular,23,no,secondary,yes,admin.,no,married,jul,unknown,no,45,295,1,92,-1,0
unknown,19,no,primary,yes,blue-collar,no,married,may,unknown,no,45,2128,4,149,-1,0
telephone,16,no,secondary,no,admin.,no,married,nov,unknown,no,57,367,2,107,-1,0
cellular,7,no,tertiary,no,management,no,married,aug,unknown,no,36,1477,2,71,-1,0
unknown,19,no,primary,yes,blue-collar,no,single,may,unknown,no,30,71,6,122,-1,0
cellular,18,no,secondary,yes,admin.,no,single,may,other,no,30,127,6,16,368,1
telephone,3,no,secondary,no,unemployed,no,divorced,feb,unknown,no,59,2921,1,251,-1,0
telephone,17,no,tertiary,no,management,no,married,nov,unknown,no,58,16264,3,215,-1,0
cellular,17,no,primary,no,retired,no,married,jul,unknown,no,49,1672,3,128,-1,0
cellular,18,no,tertiary,no,technician,no,married,aug,unknown,no,48,9207,3,445,-1,0
cellular,2,no,tertiary,no,technician,no,single,mar,unknown,no,28,356,2,76,-1,0
cellular,9,no,primary,yes,management,no,divorced,jul,unknown,no,59,133,1,206,-1,0
cellular,18,no,tertiary,yes,management,yes,married,nov,unknown,no,40,1217,1,155,-1,0
cellular,4,no,secondary,yes,technician,no,divorced,feb,failure,no,32,202,1,429,201,1
unknown,5,no,secondary,no,blue-collar,yes,married,jun,unknown,no,58,590,1,133,-1,0
cellular,19,no,tertiary,no,self-employed,no,single,jun,other,yes,28,442,3,474,95,3
cellular,15,no,tertiary,yes,technician,no,single,may,other,no,27,808,1,578,364,1
cellular,6,no,tertiary,yes,management,no,single,may,failure,no,38,427,3,17,169,2
unknown,11,no,tertiary,yes,technician,no,married,jun,unknown,no,53,431,1,74,-1,0
cellular,16,no,tertiary,yes,services,no,married,aug,other,yes,60,4256,3,239,761,1
cellular,19,no,tertiary,yes,management,yes,divorced,aug,unknown,no,33,0,8,275,-1,0
cellular,6,no,secondary,yes,services,no,divorced,may,other,no,52,238,1,101,362,5
cellular,11,no,tertiary,no,retired,no,married,feb,failure,yes,64,846,1,671,181,3
cellular,19,no,secondary,no,blue-collar,no,single,nov,unknown,yes,40,3,1,998,-1,0
unknown,12,no,secondary,no,admin.,no,married,jun,unknown,no,52,693,1,271,-1,0
unknown,15,no,secondary,yes,student,no,single,may,unknown,no,28,0,3,133,-1,0
unknown,4,no,secondary,yes,management,no,married,jun,unknown,no,49,362,2,84,-1,0
cellular,7,no,secondary,yes,technician,no,single,may,unknown,no,28,618,1,281,-1,0
unknown,3,no,tertiary,yes,technician,no,single,jun,unknown,no,29,2893,1,250,-1,0
cellular,30,no,primary,no,retired,no,married,oct,unknown,yes,87,230,1,144,-1,0
cellular,14,no,secondary,yes,management,no,divorced,may,unknown,no,37,1287,1,432,-1,0
unknown,9,no,primary,no,services,no,married,jun,unknown,no,36,179,1,411,-1,0
cellular,2,no,tertiary,no,self-employed,no,married,aug,failure,no,35,980,2,428,336,6
cellular,22,no,tertiary,yes,admin.,no,married,oct,failure,yes,33,79,2,249,335,2
cellular,19,no,secondary,no,admin.,no,married,aug,unknown,no,60,3043,3,235,-1,0
cellular,18,no,tertiary,no,management,no,single,sep,failure,yes,25,808,2,267,114,2
telephone,9,no,secondary,no,retired,no,married,sep,unknown,no,69,745,1,595,-1,0
unknown,20,no,secondary,no,student,no,married,jun,unknown,no,41,1309,4,28,-1,0
cellular,21,no,secondary,yes,management,no,single,jul,unknown,no,48,290,2,257,-1,0
cellular,31,no,primary,yes,blue-collar,no,divorced,jul,unknown,yes,35,1792,6,630,-1,0
unknown,20,no,secondary,yes,blue-collar,no,single,may,unknown,no,30,178,5,747,-1,0
cellular,27,no,tertiary,no,management,no,married,aug,unknown,no,59,0,4,87,-1,0
unknown,29,no,tertiary,no,management,no,single,may,unknown,no,32,537,3,187,-1,0
unknown,13,no,secondary,yes,blue-collar,no,single,may,unknown,no,28,416,2,452,-1,0
unknown,20,no,primary,no,blue-collar,no,married,jun,unknown,no,60,1472,4,36,-1,0
cellular,19,no,primary,yes,management,no,married,nov,unknown,no,36,3953,1,277,-1,0
cellular,5,no,tertiary,yes,management,no,single,may,unknown,no,32,112,1,118,-1,0
cellular,20,no,tertiary,yes,management,yes,divorced,nov,unknown,no,34,13204,2,197,-1,0
cellular,14,no,secondary,no,blue-collar,yes,married,apr,unknown,no,58,0,5,101,-1,0
cellular,2,no,unknown,yes,management,no,married,jun,success,yes,53,2240,2,282,385,1
cellular,14,no,tertiary,yes,management,no,married,may,failure,no,31,22546,6,8,267,4
telephone,17,no,secondary,yes,admin.,no,married,jul,unknown,yes,33,0,7,1448,-1,0
cellular,21,no,primary,no,unemployed,no,divorced,nov,unknown,no,46,23,1,344,-1,0
cellular,11,no,secondary,yes,blue-collar,no,married,may,failure,no,29,228,8,12,342,9
unknown,6,no,secondary,yes,self-employed,no,married,jun,unknown,no,37,215,1,61,-1,0
unknown,20,no,primary,yes,blue-collar,no,married,may,unknown,no,58,23,6,91,-1,0
unknown,21,no,secondary,yes,management,no,married,may,unknown,no,34,293,3,162,-1,0
unknown,21,no,secondary,no,blue-collar,yes,divorced,may,unknown,no,34,0,1,339,-1,0
unknown,13,no,primary,no,entrepreneur,no,married,may,unknown,no,49,199,2,113,-1,0
cellular,5,no,secondary,no,admin.,no,married,apr,unknown,yes,53,459,1,558,-1,0
unknown,30,no,secondary,yes,unemployed,no,married,may,unknown,no,42,8131,1,69,-1,0
cellular,13,no,secondary,yes,services,yes,married,may,failure,no,40,-378,1,541,295,6
cellular,21,no,primary,no,blue-collar,no,single,nov,unknown,no,30,395,1,429,-1,0
unknown,4,no,secondary,yes,technician,no,divorced,jun,unknown,no,31,10787,2,135,-1,0
cellular,27,no,secondary,yes,admin.,no,married,oct,failure,no,55,865,1,96,111,3
cellular,20,no,tertiary,yes,management,no,married,apr,unknown,no,36,340,2,68,-1,0
cellular,7,no,secondary,no,blue-collar,no,single,may,unknown,no,31,1882,2,529,-1,0
cellular,30,no,tertiary,no,management,no,married,jan,unknown,no,26,265,2,650,-1,0
cellular,7,no,secondary,yes,admin.,no,married,dec,failure,no,31,389,1,69,185,2
cellular,29,no,secondary,yes,admin.,yes,married,jul,unknown,no,49,0,7,71,-1,0
cellular,12,no,tertiary,yes,management,no,married,may,unknown,no,54,384,7,30,-1,0
cellular,31,no,tertiary,yes,management,no,divorced,jul,unknown,no,47,94,19,9,-1,0
cellular,12,no,secondary,no,management,no,married,aug,unknown,no,61,1471,2,331,-1,0
unknown,12,no,primary,yes,blue-collar,no,married,jun,unknown,no,49,937,1,66,-1,0
cellular,20,no,secondary,yes,technician,no,married,nov,unknown,no,51,500,6,26,-1,0
unknown,6,no,primary,yes,blue-collar,no,married,may,unknown,no,53,25,3,266,-1,0
cellular,21,no,tertiary,no,management,no,married,nov,unknown,no,35,365,2,168,-1,0
unknown,4,no,secondary,no,unemployed,yes,single,jul,unknown,no,25,34,1,316,-1,0
telephone,8,no,primary,no,retired,no,married,jul,unknown,yes,79,429,2,1006,-1,0
cellular,19,no,primary,yes,technician,no,married,nov,unknown,no,53,6839,1,77,-1,0
unknown,9,no,secondary,no,student,no,single,may,unknown,no,21,6,1,622,-1,0
unknown,21,no,secondary,yes,blue-collar,no,married,may,unknown,no,33,467,2,494,-1,0
unknown,20,no,secondary,no,self-employed,yes,divorced,jun,unknown,no,40,1876,1,269,-1,0
cellular,9,no,secondary,yes,entrepreneur,no,married,apr,failure,no,34,1847,3,543,321,6
cellular,29,no,primary,no,unknown,no,married,jul,unknown,no,52,247,6,268,-1,0
cellular,5,no,secondary,no,admin.,no,married,jun,unknown,yes,27,897,1,397,-1,0
cellular,21,no,secondary,no,services,no,divorced,nov,failure,no,57,4664,4,22,114,1
unknown,3,no,secondary,yes,self-employed,no,divorced,jun,unknown,no,51,1291,2,51,-1,0
cellular,15,no,tertiary,no,student,no,single,sep,success,no,31,64,1,208,105,2
cellular,20,no,tertiary,yes,unemployed,no,married,nov,failure,no,49,-471,3,77,185,7
unknown,11,no,tertiary,yes,management,yes,single,jun,unknown,no,32,1160,2,450,-1,0
cellular,1,no,tertiary,no,admin.,no,single,jun,unknown,no,28,14,1,201,-1,0
cellular,17,no,secondary,yes,blue-collar,no,married,apr,other,no,33,26,3,342,332,1
cellular,20,no,unknown,no,blue-collar,no,married,aug,unknown,no,50,452,2,181,-1,0
cellular,13,no,secondary,yes,blue-collar,no,single,may,unknown,no,42,382,1,294,-1,0
cellular,30,no,unknown,no,admin.,no,married,nov,failure,no,45,2033,1,123,186,4
cellular,13,no,secondary,yes,unemployed,no,married,may,unknown,no,34,0,1,172,-1,0
cellular,8,no,unknown,yes,admin.,no,divorced,may,failure,no,56,789,1,1022,360,2
cellular,14,no,secondary,yes,blue-collar,no,single,may,other,no,33,142,1,123,360,3
unknown,19,no,secondary,yes,admin.,no,married,may,unknown,no,34,645,1,420,-1,0
cellular,13,no,unknown,yes,blue-collar,no,married,apr,failure,no,37,897,2,119,280,2
cellular,12,no,secondary,yes,blue-collar,no,married,may,unknown,no,37,103,1,153,-1,0
cellular,11,no,secondary,yes,admin.,no,single,may,unknown,no,35,847,2,85,-1,0
cellular,11,no,tertiary,no,unknown,no,single,sep,success,yes,38,0,3,260,95,3
unknown,5,no,secondary,yes,blue-collar,no,married,may,unknown,no,32,517,1,528,-1,0
unknown,29,no,tertiary,yes,technician,no,single,may,unknown,no,52,1308,1,361,-1,0
cellular,21,no,secondary,yes,services,yes,married,nov,unknown,no,49,66,4,59,-1,0
unknown,19,no,secondary,yes,management,no,divorced,may,unknown,no,46,361,7,86,-1,0
cellular,6,yes,primary,yes,entrepreneur,yes,married,feb,unknown,no,42,66,1,139,-1,0
unknown,8,no,unknown,yes,blue-collar,no,married,may,unknown,no,36,70,4,219,-1,0
telephone,15,no,secondary,yes,services,no,married,may,unknown,no,32,180,2,45,-1,0
unknown,19,no,tertiary,yes,technician,no,married,may,unknown,no,49,279,4,168,-1,0
cellular,30,no,secondary,no,services,no,married,apr,other,yes,46,4,1,268,261,5
unknown,14,no,secondary,yes,entrepreneur,no,married,may,unknown,no,40,1416,2,210,-1,0
unknown,20,no,secondary,yes,admin.,no,married,may,unknown,no,36,465,1,160,-1,0
unknown,14,no,secondary,yes,admin.,no,married,may,unknown,no,36,998,2,1044,-1,0
cellular,9,no,secondary,no,technician,yes,married,jul,unknown,no,34,550,1,601,-1,0
unknown,27,no,tertiary,yes,management,no,married,may,unknown,no,46,1285,1,89,-1,0
cellular,13,no,tertiary,no,services,yes,married,may,unknown,no,32,4908,2,491,-1,0
unknown,8,no,tertiary,yes,unemployed,no,single,may,unknown,no,32,336,1,139,-1,0
unknown,3,no,tertiary,no,management,no,single,jun,unknown,no,32,131,3,267,-1,0
cellular,15,no,tertiary,no,management,yes,married,jul,unknown,no,43,348,3,88,-1,0
cellular,17,no,tertiary,yes,self-employed,no,single,jul,unknown,no,25,453,1,134,-1,0
unknown,15,no,secondary,yes,admin.,no,married,may,unknown,no,55,1102,2,126,-1,0
cellular,15,no,secondary,yes,admin.,yes,single,may,unknown,no,24,926,1,191,-1,0
cellular,3,no,tertiary,yes,management,no,divorced,feb,other,no,40,502,4,267,270,3
telephone,20,no,tertiary,yes,management,no,single,apr,failure,no,38,8669,3,5,150,6
unknown,5,no,primary,no,blue-collar,no,single,jun,unknown,no,48,316,2,560,-1,0
cellular,30,no,tertiary,yes,management,no,married,mar,unknown,no,36,9324,8,138,-1,0
cellular,19,no,tertiary,no,management,no,married,aug,unknown,no,57,0,4,188,-1,0
cellular,15,no,secondary,yes,admin.,yes,married,may,failure,no,45,72,2,262,352,2
cellular,19,no,tertiary,no,self-employed,no,single,aug,unknown,yes,33,61,3,836,-1,0
cellular,29,no,secondary,no,technician,no,single,aug,unknown,no,38,173,4,150,-1,0
cellular,15,yes,secondary,yes,services,no,single,may,unknown,no,26,-162,2,44,-1,0
cellular,31,no,tertiary,no,management,yes,single,jul,unknown,no,30,47,17,11,-1,0
telephone,19,no,tertiary,yes,services,no,divorced,nov,unknown,no,55,1983,1,123,-1,0
unknown,15,no,secondary,yes,blue-collar,yes,married,may,unknown,no,34,326,2,150,-1,0
cellular,30,no,secondary,no,admin.,yes,married,jan,other,no,60,2552,2,255,2,4
cellular,18,no,tertiary,no,management,no,single,aug,unknown,no,36,1283,5,92,-1,0
cellular,4,no,primary,yes,housemaid,no,married,sep,unknown,no,65,2179,7,112,-1,0
unknown,6,no,tertiary,no,self-employed,no,married,jun,unknown,yes,39,1047,1,554,-1,0
cellular,13,no,primary,no,blue-collar,no,married,aug,unknown,no,52,36,2,109,-1,0
cellular,2,yes,secondary,no,technician,no,married,feb,unknown,yes,55,-308,1,781,-1,0
cellular,19,no,tertiary,no,management,no,single,oct,unknown,no,26,1177,1,116,-1,0
cellular,13,no,primary,yes,self-employed,no,married,may,other,no,40,2077,1,363,173,24
cellular,7,no,secondary,no,entrepreneur,no,married,aug,unknown,no,52,0,2,82,-1,0
cellular,18,no,tertiary,no,self-employed,no,married,jul,unknown,no,29,1,3,167,-1,0
cellular,20,no,primary,yes,blue-collar,no,married,nov,failure,no,41,7735,1,220,190,1
cellular,18,no,tertiary,yes,technician,no,single,may,unknown,no,30,1922,1,546,-1,0
cellular,23,no,secondary,no,student,no,single,jul,unknown,yes,28,153,2,1124,-1,0
unknown,8,no,secondary,yes,blue-collar,no,married,may,unknown,no,26,2770,1,141,-1,0
cellular,27,no,secondary,no,management,no,married,may,other,no,58,139,1,188,161,2
cellular,14,no,tertiary,yes,management,no,single,may,failure,no,29,21,4,107,371,3
unknown,17,no,secondary,yes,technician,no,married,jun,unknown,no,48,178,4,320,-1,0
cellular,15,no,secondary,yes,blue-collar,no,married,apr,unknown,no,35,444,3,244,-1,0
cellular,22,no,secondary,yes,services,no,single,jul,unknown,no,26,209,2,319,-1,0
unknown,16,no,unknown,no,blue-collar,no,married,jun,unknown,no,49,3096,2,147,-1,0
cellular,3,no,secondary,no,admin.,no,married,mar,other,no,34,5320,6,114,467,5
cellular,18,no,secondary,yes,services,yes,married,nov,unknown,no,32,4885,2,400,-1,0
cellular,18,no,secondary,yes,admin.,yes,married,nov,unknown,no,31,0,3,79,-1,0
unknown,6,no,primary,no,unemployed,no,married,jun,unknown,no,48,5462,4,29,-1,0
cellular,20,no,secondary,yes,blue-collar,no,married,nov,unknown,no,40,6767,2,97,-1,0
unknown,21,no,secondary,yes,technician,no,divorced,may,unknown,no,42,2974,5,187,-1,0
unknown,14,no,secondary,no,technician,no,married,may,unknown,no,48,427,1,201,-1,0
cellular,2,no,secondary,no,services,no,married,feb,failure,no,38,8876,1,280,75,1
unknown,30,no,tertiary,no,management,no,married,may,unknown,no,53,146,1,150,-1,0
cellular,24,no,secondary,no,retired,no,divorced,jul,unknown,no,59,319,1,129,-1,0
cellular,14,no,secondary,no,unemployed,no,single,jun,unknown,no,28,304,1,516,-1,0
unknown,16,no,primary,yes,blue-collar,no,married,jun,unknown,no,41,389,2,127,-1,0
unknown,17,no,primary,no,management,no,single,jun,unknown,no,50,766,2,174,-1,0
cellular,29,no,secondary,yes,admin.,no,married,jul,unknown,no,31,0,5,82,-1,0
unknown,3,no,secondary,yes,technician,no,single,jun,unknown,no,30,3107,2,1516,-1,0
unknown,16,no,secondary,yes,admin.,no,divorced,may,unknown,no,59,174,1,204,-1,0
unknown,9,yes,secondary,no,technician,yes,divorced,may,unknown,no,33,-305,1,109,-1,0
cellular,9,no,secondary,no,self-employed,no,married,jul,unknown,no,35,670,1,378,-1,0
unknown,27,no,tertiary,yes,management,no,single,may,unknown,no,30,6164,11,152,-1,0
cellular,17,no,secondary,no,retired,no,married,feb,unknown,yes,71,2850,1,185,-1,0
cellular,15,no,primary,yes,services,no,single,may,unknown,no,30,79,1,317,-1,0
unknown,23,yes,secondary,yes,services,no,married,may,unknown,no,24,110,1,27,-1,0
cellular,20,no,secondary,no,technician,no,single,nov,unknown,no,34,5039,6,205,-1,0
telephone,19,no,secondary,yes,blue-collar,no,married,nov,failure,no,34,360,1,46,182,2
cellular,28,no,secondary,no,admin.,no,married,jan,other,no,52,199,2,978,189,1
cellular,5,no,secondary,yes,self-employed,yes,single,feb,unknown,no,33,238,5,45,-1,0
unknown,17,no,secondary,yes,blue-collar,no,married,jun,unknown,no,38,5092,6,145,-1,0
cellular,28,no,secondary,yes,admin.,no,divorced,jan,unknown,no,41,1088,1,138,-1,0
unknown,7,no,tertiary,yes,management,no,divorced,may,unknown,no,42,221,2,720,-1,0
unknown,18,no,secondary,no,blue-collar,yes,divorced,jun,unknown,no,38,889,1,362,-1,0
cellular,18,no,primary,yes,blue-collar,no,married,may,unknown,no,48,750,6,90,-1,0
unknown,16,no,secondary,yes,technician,yes,single,may,unknown,no,34,0,1,214,-1,0
cellular,14,no,primary,yes,blue-collar,no,married,may,failure,no,46,1291,3,142,259,17
unknown,29,no,secondary,yes,technician,no,married,may,unknown,no,33,1844,3,241,-1,0
telephone,9,no,tertiary,yes,management,yes,married,feb,unknown,no,40,89,6,148,-1,0
unknown,19,no,secondary,no,admin.,no,married,jun,unknown,no,36,4280,6,227,-1,0
cellular,21,no,secondary,no,technician,no,single,aug,unknown,no,32,0,2,126,-1,0
unknown,28,no,secondary,yes,blue-collar,no,married,may,unknown,no,33,625,1,410,-1,0
cellular,29,no,unknown,yes,technician,no,married,jan,unknown,no,55,574,2,243,-1,0
unknown,30,no,primary,yes,management,no,married,may,unknown,no,58,320,2,171,-1,0
unknown,15,no,tertiary,yes,technician,no,single,may,unknown,no,25,468,1,147,-1,0
unknown,12,no,secondary,yes,services,no,married,jun,unknown,no,47,440,1,91,-1,0
cellular,19,no,secondary,yes,unemployed,no,married,nov,failure,no,40,0,1,332,183,1
cellular,25,no,secondary,yes,retired,no,married,jul,unknown,no,59,5706,2,471,-1,0
telephone,4,no,tertiary,no,management,no,married,may,other,no,40,7780,1,364,355,1
cellular,7,no,secondary,yes,management,yes,married,may,failure,no,30,-559,1,98,167,2
cellular,15,no,tertiary,yes,entrepreneur,yes,single,may,unknown,no,25,16874,2,117,-1,0
telephone,14,no,primary,no,retired,no,married,jul,unknown,no,58,1987,4,185,-1,0
telephone,15,no,unknown,yes,entrepreneur,no,married,may,other,no,39,98,3,59,367,1
cellular,18,no,tertiary,no,self-employed,no,married,nov,unknown,no,40,642,3,147,-1,0
unknown,23,no,secondary,yes,blue-collar,yes,married,may,unknown,no,38,526,2,553,-1,0
cellular,13,no,tertiary,no,management,no,single,aug,unknown,no,66,6483,1,275,-1,0
telephone,6,no,tertiary,no,management,no,married,aug,unknown,yes,47,2306,4,239,-1,0
unknown,2,no,secondary,yes,blue-collar,no,married,jun,unknown,no,37,954,9,402,-1,0
cellular,7,no,tertiary,yes,management,yes,single,may,failure,no,36,-679,1,172,93,1
cellular,19,no,primary,no,blue-collar,no,married,aug,unknown,no,50,-1,2,195,-1,0
telephone,9,no,primary,no,retired,no,married,feb,unknown,no,76,2590,12,68,-1,0
cellular,28,no,tertiary,no,management,yes,single,jul,unknown,no,58,331,3,82,-1,0
unknown,5,no,secondary,yes,admin.,no,married,jun,unknown,no,42,4209,6,57,-1,0
cellular,13,no,secondary,no,services,no,divorced,nov,success,yes,58,462,1,495,93,1
cellular,21,no,tertiary,yes,self-employed,no,single,jul,unknown,no,28,0,1,479,-1,0
cellular,29,no,secondary,no,technician,no,married,aug,unknown,no,41,0,2,141,-1,0
cellular,19,no,tertiary,no,management,no,married,aug,unknown,no,30,151,4,82,-1,0
cellular,10,no,tertiary,yes,management,no,divorced,dec,other,yes,32,883,1,798,185,5
cellular,7,no,secondary,no,services,yes,single,jul,unknown,no,27,266,1,232,-1,0
cellular,26,no,tertiary,no,management,no,married,aug,unknown,no,48,0,5,60,-1,0
unknown,8,no,tertiary,yes,technician,no,married,may,unknown,no,36,491,3,103,-1,0
cellular,8,no,tertiary,no,management,yes,married,jul,unknown,no,54,3,1,443,-1,0
unknown,9,no,secondary,yes,blue-collar,no,married,may,unknown,no,36,198,2,400,-1,0
unknown,5,no,secondary,no,housemaid,no,married,jun,unknown,no,52,14363,1,132,-1,0
cellular,18,no,secondary,yes,technician,yes,divorced,aug,unknown,no,34,0,16,374,-1,0
cellular,25,no,secondary,no,technician,no,married,aug,unknown,yes,43,136,7,363,-1,0
cellular,8,no,tertiary,no,management,no,single,aug,unknown,no,32,28,2,111,-1,0
cellular,29,no,tertiary,no,management,no,single,aug,unknown,no,33,335,4,130,-1,0
telephone,29,no,unknown,no,housemaid,no,married,jul,unknown,no,51,174,3,308,-1,0
unknown,3,no,secondary,yes,unemployed,no,married,jun,unknown,no,39,270,1,116,-1,0
cellular,9,no,tertiary,no,management,no,single,jul,unknown,no,44,1206,2,160,-1,0
unknown,13,no,primary,yes,housemaid,no,divorced,may,unknown,no,49,198,3,205,-1,0
cellular,12,no,tertiary,yes,technician,no,married,may,unknown,no,25,914,2,185,-1,0
cellular,20,no,secondary,yes,self-employed,no,married,nov,failure,no,39,31,2,61,181,4
telephone,14,no,secondary,no,technician,no,married,aug,success,no,54,0,2,159,106,6
cellular,18,no,tertiary,yes,management,no,single,may,failure,no,32,347,1,213,264,6
unknown,20,no,tertiary,yes,management,no,married,may,unknown,no,36,860,15,294,-1,0
cellular,10,no,secondary,yes,technician,no,married,jul,unknown,no,54,89,3,140,-1,0
cellular,28,no,secondary,yes,technician,yes,married,jan,other,no,31,0,1,71,223,9
cellular,8,no,secondary,no,services,yes,married,jul,unknown,no,45,0,7,47,-1,0
cellular,16,no,secondary,yes,admin.,no,single,apr,unknown,no,31,68,2,570,-1,0
cellular,14,no,secondary,yes,technician,no,married,jul,unknown,no,45,-149,2,287,-1,0
cellular,23,no,secondary,yes,services,no,divorced,oct,failure,yes,33,2411,1,130,161,1
cellular,14,no,tertiary,yes,management,no,divorced,may,other,no,46,225,1,201,345,1
cellular,21,no,tertiary,no,unknown,no,single,nov,unknown,no,43,2731,7,11,-1,0
cellular,4,no,tertiary,yes,management,no,married,nov,other,no,50,112,5,70,85,5
cellular,22,no,tertiary,no,management,no,divorced,aug,unknown,no,44,0,2,54,-1,0
unknown,27,no,secondary,yes,services,no,married,may,unknown,no,42,3620,16,22,-1,0
